,acc.date,type,reg,operator,fat,location,dmg
347,14 Aug 2021,Britten-Norman BN-2A-III-2 Trislander,8R-GRE,Roraima Airways,0,7 nm S of Georgetown International Airport (OGL),min
348,14 Aug 2021,Bombardier DHC-8-402Q Dash 8,9S-AAN,Congo Airways,0,Lubumbashi International Airport (FBM/FZQA),min
349,14 Aug 2021,Beriev Be-200ChS,RF-88450,Russian Navy,8,near Kahramanmaras,w/o
350,16 Aug 2021,Cessna 208B Grand Caravan,N97HA,Wright Air Service,0,"near Fairbanks, AK",sub
351,17 Aug 2021,Ilyushin Il-112V,41400,United Aircraft Corporation,3,near Kubinka AFB,w/o
352,21 Aug 2021,Airbus A319-132,N806AW,American Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",non
353,21 Aug 2021,de Havilland Canada DHC-3T Turbine Otter,N560TR,Brooks Range Aviation,0,"near Bethel, AK",sub
354,21 Aug 2021,Gulfstream G-IV,N277GM,SN 1124 LLC,0,"Fort Lauderdale-Executive Airport, FL (FXE)",sub
355,23 Aug 2021,Boeing 737-990ER,N479AS,Alaska Airlines,0,"Seattle/Tacoma International Airport, WA (SEA/KSEA)",non
356,24 Aug 2021,Cirrus SF50 Vision Jet,N1GG,N1GG LLC,0,"Lansing-Capital Region International Airport, MI (LAN)",w/o
357,25 Aug 2021,Beechcraft 1900D,C-GDSG,SkyJet,0,"Chevery Airport, QC (YHR/CYHR)",sub
358,26 Aug 2021,Embraer EMB-505 Phenom 300,N413N,Nicholas Services LLC,0,"Elk River, NC (NC06)",sub
359,27 Aug 2021,Bombardier CRJ-900LR,C-FOJZ,Air Canada,0,"Vancouver International Airport, BC (YVR/CYVR)",min
360,1 Sep 2021,Boeing 767-332ER (WL),N196DN,Delta Air Lines,0,"Seattle/Tacoma International Airport, WA (SEA/KSEA)",non
361,2 Sep 2021,Cessna 560XLS+ Citation XLS+,N560AR,Brook Haven Properties LLC,4,"0,4 km N of Plainville-Robertson Airport, CT",w/o
362,3 Sep 2021,Raytheon 390 Premier I,N351CW,PB Air LLC,0,"Naples Airport, FL (APF)",sub
363,4 Sep 2021,ATR 72-600 (72-212A),VT-IYM,IndiGo Airlines,0,en route Tiruchirappalli-Bengaluru,non
364,4 Sep 2021,Cessna 560XL Citation Excel,N827JS,Fly Exclusive,0,"near Salt Lake City International Airport, UT (SLC)",sub
365,12 Sep 2021,British Aerospace BAe-125,,private,0,Río Catatumbo,w/o
366,12 Sep 2021,Let L-410UVP-E20,RA-67042,"Aeroservice, opf SiLA - Siberian Light Aviation",4,3 km N of Kazachinskoye Airport,w/o
367,14 Sep 2021,Raytheon Beechjet 400A,N100FN,Meander Air II LLC,0,"between Youngstown, OH and Charleston, SC",sub
368,14 Sep 2021,Beechcraft B200GT King Air 250,PS-CSM,CSM Agropecuária,7,"1,5 km N of Piracicaba Airport, SP (QHB)",w/o
369,15 Sep 2021,Airbus A320-214,OE-LBY,Austrian Airlines,0,Berlin Brandenburg-Willy Brandt Airport (BER),sub
370,15 Sep 2021,de Havilland Canada DHC-6 Twin Otter 300,PK-OTW,Rimbun Air,3,"3,4 km from Bilogai/Sugapa Airport (ZGP)",w/o
371,17 Sep 2021,Canadair CRJ-200LR,N444ZW,"United Express, opb Air Wisconsin",0,"Asheville Regional Airport, NC (AVL)",sub
372,20 Sep 2021,Learjet 35A,ZS-SFV,Impuma Group,0,Lanseria International Airport (HLA),sub
373,22 Sep 2021,Antonov An-26KPA,RA-26673,LPS Flight Checks & Systems,6,40 km SW of Khabarovsk,w/o
374,23 Sep 2021,Airbus A321-271N,N208HA,Hawaiian Airlines,0,"Honolulu-Daniel K. Inouye International Airport, HI (HNL)",sub
375,25 Sep 2021,Cessna 208B Supervan 900,OO-FFB,Paracentrum Vlaanderen,0,Moorsele Airfield (EBMO),sub
376,27 Sep 2021,Saab 340B,UR-ALG,"STP Airways, lsf AeroJet",0,São Tomé Island Airport (TMS/FPST),sub
377,27 Sep 2021,Boeing 757-224 (WL),N12125,United Airlines,0,"Newark-Liberty International Airport, NJ (EWR)",sub
378,28 Sep 2021,IAI 1124A Westwind II,PR-BVB,Brasil Vida Táxi Aéreo,0,"Goiânia-Santa Genoveva Airport, GO (GYN)",sub
379,29 Sep 2021,Britten-Norman BN-2B-26 Islander,J8-VBI,SVG Air,0,Montserrat-John A. Osborne Airport (MNI),sub
380,1 Oct 2021,Embraer ERJ-175LR,N730YX,"United Express, opb Republic Airlines",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
381,1 Oct 2021,Embraer ERJ-175LR,N142SY,"United Express, opb SkyWest Airlines",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",min
382,5 Oct 2021,Dassault Falcon 20C,N283SA,Sierra West Airlines,2,"1,3 km W of Thomson-McDuffie County Airport, GA",w/o
383,8 Oct 2021,Boeing 737-8H4 (WL),N8642E,Southwest Airlines,0,"Lexington, Virginia",non
384,8 Oct 2021,Learjet 35A,unreg.,private,0,"near Little Belize, Corozal",w/o
385,10 Oct 2021,Let L-410UVP-E3,RF-94591,DOSAAF,16,"1,7 km E of Menzelinsk Airport",w/o
386,13 Oct 2021,Bombardier BD-700-1A10 Global 6000,9H-VJM,VistaJet,0,Johannesburg-O.R. Tambo International Airport (JNB),sub
387,14 Oct 2021,Antonov An-2T,N857PF,private,0,"near Wilton-Alta Mesa Airpark, CA",w/o
388,15 Oct 2021,Cessna 208B Grand Caravan,8R-GFA,Air Services Limited - ASL,0+1,Kamarang Airport (KAR/SYKM),non
389,18 Oct 2021,Beechcraft 200 Super King Air,N996LM,Lowcountry Aviation Co Brokerage LLC,0,"Mount Pleasant Regional-Faison field, SC (KLRO)",sub
390,19 Oct 2021,Antonov An-2R,RA-33350,AeroUral,0,"near Alapayevsk, Sverdlovsk region",sub
391,19 Oct 2021,Rockwell Sabreliner 60,XB-ETV,private,0,Jacmel Airport (JAK),sub
392,19 Oct 2021,McDonnell Douglas MD-87,N987AK,987 Investments LLC,0,"Houston Executive Airport, TX (KTME)",w/o
393,22 Oct 2021,Embraer EMB-500 Phenom 100,N925DR,Scout About LLC,0,"Orlando International Airport, FL (MCO)",sub
394,22 Oct 2021,Cessna 208B Supervan 900,N754KP,Alaska Seaplanes,0,"Juneau International Airport, AK (JNU)",sub
395,23 Oct 2021,Embraer ERJ-175LR,N252NN,"Envoy Air, opf American Eagle",0,"Miami International Airport, FL (MIA/KMIA)",non
396,25 Oct 2021,Cessna 208 Caravan I,PK-SNN,Smart Cakrawala Aviation,1,Ilaga Airport (ILA),w/o
397,29 Oct 2021,Cessna 208B Grand Caravan,PK-RVH,Reven Global Transpor,0,Dagi Baru Airstrip,w/o
398,30 Oct 2021,Beechcraft 200 King Air,C-GEHS,"PAL Airlines, opf EHS LifeFlight Services",0,"Halifax-Stanfield International Airport, NS (YHZ/CYHZ)",sub
399,1 Nov 2021,de Havilland Canada DHC-6 Twin Otter 300,C-GNPS,Air Tindi,0,"12,4 km NW of Fort Providence, NT",sub
400,2 Nov 2021,Antonov An-26,TR-NGT,"Optimum Aviation, opf Euro Airlines",5,"2,5 km N of Juba Airport (JUB)",w/o
401,3 Nov 2021,Beechcraft Super King Air,,private,0,western Venezuela,w/o
402,3 Nov 2021,Antonov An-12BK,EW-518TI,Grodno Aircompany,9,3 km SE of Irkutsk Airport (IKT),w/o
403,3 Nov 2021,Transall C-160NG,EY-360,Safe Air Company (SAC),0,Dolow Airport,w/o
404,5 Nov 2021,Gulfstream ?,,private,0,western Venezuela,w/o
405,5 Nov 2021,Gulfstream Aerospace G-1159A Gulfstream III,N42FL,private,0,"near Victoria 3, Retalhuleu",w/o
406,6 Nov 2021,Antonov An-2R,YR-PMW,Asociatia Club Sportiv Skydiving Center,0,Letca Noua Airfield,sub
407,13 Nov 2021,Britten-Norman BN-2A-6 Islander,N866JA,Island Airways,4,"0,1 km S of Beaver Island-Welke Airport, MI",w/o
408,14 Nov 2021,IAI 1125 Astra SP,N771DX,EMD Astra Holdings LLC,0,"Las Vegas-North Air Terminal, NV (VGT)",sub
409,21 Nov 2021,Bombardier BD-100-1A10 Challenger 350,N743QS,NetJets,0,50 km N of Turks and Caicos Islands,non
410,25 Nov 2021,Airbus A320-251N,PR-YRH,Azul Linhas Aéreas Brasileiras,0,"Cuiabá-Marechal Rondon International Airport, MT (CGB/SBCY)",non
411,28 Nov 2021,Beechcraft 200 Super King Air,N71VT,Western Wings Corp,0,"Eugene Airport, OR (EUG)",sub
412,29 Nov 2021,Boeing 747-4B5F,N705CK,Kalitta Air,0,"between Santiago and Miami, FL",sub
413,1 Dec 2021,Cessna 510 Citation Mustang,N81CB,private,0,"Lake Havasu City Airport, AZ (KHII)",sub
414,1 Dec 2021,Cessna 208 Caravan I,N9602F,Lake & Peninsula Airlines,0,"W of Port Alsworth Airport, AK (PTA)",sub
415,5 Dec 2021,Airbus A350-941,F-HNET,Air Caraïbes Atlantique,0,near Cayenne,non
416,5 Dec 2021,Cessna 560XL Citation Excel,G-IPAX,Air Charter Scotland Ltd.,0,Kemi/Tornio Airport (KEM),sub
417,10 Dec 2021,Swearingen SA-226AT Merlin IV,N54GP,Castle Aviation,1,"0,6 km SW of Manchester-Boston Regional Airport, NH (MHT/KMHT)",w/o
418,11 Dec 2021,Boeing 737-8AS (WL),EI-EMM,Ryanair,0,Dublin Airport (DUB/EIDW),non
419,12 Dec 2021,Airbus A320-251N,N307FR,Frontier Airlines,0,"Las Vegas-McCarran International Airport, NV (LAS)",sub
420,14 Dec 2021,Embraer EMB-500 Phenom 100,PR-TDV,Dimed SA Distribuidora da Medicamentos,0,"Santa Rosa Airport, RS (SRA)",sub
421,15 Dec 2021,Gulfstream G-IVSP,HI1050,Helidosa Aviation Group,9,Santo Domingo-Las Américas International Airport (SDQ),w/o
422,17 Dec 2021,Beechcraft B200 Super King Air,C-FSKO,Keewatin Air,0,"Sanikiluaq Airport, NU (YSK)",sub
423,20 Dec 2021,Cessna 525 CitationJet,N287CB,Cottingham & Butler Insurance Services,0,"Dubuque, IA",sub
424,21 Dec 2021,Airbus A321-271NX,N2084J,JetBlue Airways,0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",non
425,21 Dec 2021,Learjet 35A,XA-VDK,private,0,Cancún Airport (CUN/MMUN),w/o
426,21 Dec 2021,Cessna 208B Super Cargomaster,N1116N,Martinaire,1+1,"Fulshear, TX",w/o
427,23 Dec 2021,Shorts 360-300,9S-GPS,Malu Aviation,5,"14,8 km NW of Shabunda",w/o
428,25 Dec 2021,Airbus A330-343,C-GFAF,Air Canada,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)",sub
429,27 Dec 2021,Learjet 35A,N880Z,Aeromedevac Air Ambulance,4,"El Cajon, San Diego",w/o
430,28 Dec 2021,Beechcraft A100 King Air,N93GT,Sky-Bound Aviation LLC,0,"Helena-Thompson-Robbins Airport, AR (HEE)",sub
431,28 Dec 2021,Cessna 208B Grand Caravan,Z-HAC,Halsted Aviation Corporation (HAC),0,Bazaruto Island Airport (BZB),w/o
432,30 Dec 2021,Embraer ERJ-170SE,N633RW,"United Express, opb Republic Airlines",0,"Newark-Liberty International Airport, NJ (EWR)",sub
433,30 Dec 2021,Airbus A330-303,TC-JOK,THY Turkish Airlines,0,"Newark-Liberty International Airport, NJ (EWR)",min
434,30 Dec 2021,Beechcraft 300 Super King Air,TG-MAM,"Empresas Ginro, S.A.",0,Rio Dulce-Las Vegas Airport (LCF),w/o
435,31 Dec 2021,IRMA/Pilatus Britten-Norman BN-2T Islander,,Royal Moroccan Gendarmerie,0,off N'Tireft,unk
436,1 Jan 2020,Gulfstream G IV,N962SS,Executive Charters Inc,0,"Van Nuys, CA",non
437,2 Jan 2020,Antonov An-12A,-,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),18,5 km from Geneina Airport (EGN),w/o
438,3 Jan 2020,Hawker 900XP,N805D,Million Air San Juan,0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG),sub
439,3 Jan 2020,Harbin Y-12-II,SCL-857,Sri Lanka Air Force,4,"Haputale, Badulla",w/o
440,4 Jan 2020,Beechcraft B200 King Air,N200HF,"L.C. Whitford Co., Inc.",0,"Morristown Municipal Airport, NJ (MMU)",sub
441,5 Jan 2020,de Havilland Canada DHC-8-202Q,N8200L,US Special Operations Command (USSOCOM),0,Manda Bay-Camp Simba Air Base,w/o
442,5 Jan 2020,Beechcraft B300 King Air 350,,L3 Technologies,2,Manda Bay-Camp Simba Air Base,w/o
443,8 Jan 2020,Boeing 737-823 (WL),N929NN,American Airlines,0,"New York-La Guardia Airport, NY (LGA)",sub
444,8 Jan 2020,Boeing 737-8KV (WL),UR-PSR,Ukraine International Airlines,176,near Sabashahr,w/o
445,9 Jan 2020,Lockheed C-130BZ Hercules,403,South African Air Force - SAAF,0,Goma Airport (GOM),sub
446,10 Jan 2020,Airbus A320-232,N1902U,United Airlines,0,"New Orleans, Louisiana",non
447,10 Jan 2020,Airbus A321-231 (WL),VQ-BRS,Nordwind Airlines,0,Antalya Airport (AYT),sub
448,12 Jan 2020,Boeing 737-8Q8 (WL),HL8243,Jin Air,0,30 km northwest of Fukuoka Airport,non
449,13 Jan 2020,Airbus A320-214,OH-LXD,Finnair,0,Helsinki-Vantaa Airport (HEL/EFHK),non
450,16 Jan 2020,Airbus A380-861,A6-EEN,Emirates,0,Beira FIR,non
451,16 Jan 2020,Beechcraft B200 King Air,N547LM,LifeMed Alaska,0,"NW off Unalaska-Tom Madsen Airport, AK (DUT)",w/o
452,19 Jan 2020,Fairchild SA227-AC Metro III,C-GWVH,Perimeter Aviation,0,"Shamattawa Airport, MB (ZTM)",sub
453,20 Jan 2020,Boeing 767-232 (BDSF),SE-RLC,West Air Sweden,0,Roma-Ciampino Airport (CIA/LIRA),sub
454,20 Jan 2020,de Havilland Canada DHC-8-314 Dash 8,C-GXAI,Air Inuit,0,"Schefferville Airport, QC (YKL)",sub
455,23 Jan 2020,Cessna S550 Citation S/II,ZS-CAR,South African Civil Aviation Authority,3,5 km NW of Friemersheim,w/o
456,23 Jan 2020,Lockheed EC-130Q Hercules,N134CG,Coulson Aviation,3,"near Cooma, NSW",w/o
457,24 Jan 2020,Gulfstream G150,N373ML,Compass Aviation LLC,0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG),sub
458,27 Jan 2020,Bombardier E-11A (Global Express),11-9358,US Air Force (USAF),2,39 km NNW of Sharana FOB,w/o
459,27 Jan 2020,McDonnell Douglas MD-83,EP-CPZ,Caspian Airlines,0,Bandar Mahshahr Airport (MRX),w/o
460,28 Jan 2020,Boeing 737-6CT,C-GWJU,WestJet,0,"Vancouver International Airport, BC (YVR/CYVR)",sub
461,28 Jan 2020,Boeing 737-76N (WL),C-FZWS,WestJet,0,"Vancouver International Airport, BC (YVR/CYVR)",sub
462,30 Jan 2020,Hawker 900XP,XA-BNG,ALE - Aerolineas Ejecutivas,0,Monterrey-Aeropuerto Del Norte (NTR),w/o
463,31 Jan 2020,Bombardier DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,0,"Terrace Airport, BC (YXT)",sub
464,1 Feb 2020,Boeing 747-412F (SCD),TC-MCT,"ACT Airlines, opf Saudi Arabian Airlines",0,Dammam-King Fahad International Airport (DMM/OEDF),sub
465,2 Feb 2020,Airbus A380-861,A6-EON,Emirates,0,"over Rocky Mountains, Wyoming",non
466,3 Feb 2020,Boeing 747-412 (BCF),N703CK,Kalitta Air,0,"Los Angeles International Airport, CA (LAX)",sub
467,3 Feb 2020,Boeing 767-375ER,C-GHOZ,Air Canada,0,Madrid-Barajas Adolfo Suárez Airport (MAD),min
468,4 Feb 2020,Cessna 208B Grand Caravan,N454SF,Grant Aviation,0,"Hooper Bay Airport, AK (HPB)",sub
469,5 Feb 2020,Boeing 737-86J (WL),TC-IZK,Pegasus Airlines,3,Istanbul-Sabiha Gökçen International Airport (SAW),w/o
470,6 Feb 2020,Cessna 208B Grand Caravan,N24MG,Redding Aero Enterprises Inc.,0,"NW off Eureka-Murray Field, CA (EKA)",sub
471,7 Feb 2020,Bombardier CRJ-900LR,N610NN,"PSA Airlines, opf American Eagle",0,"Waynesville, North Carolina",sub
472,7 Feb 2020,Cessna 208B Super Cargomaster,N988FX,"Mountain Air Cargo, opf FedEx",0,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)",sub
473,7 Feb 2020,Boeing 757-256 (WL),TF-FIA,Icelandair Flugfélag Islands,0,Keflavík International Airport (KEF),unk
474,8 Feb 2020,Beechcraft 200 Super King Air,CC-COT,Transportes Torreon,0,Rio Bueno-Fundo Cuincahuin Airstrip,w/o
475,8 Feb 2020,Cessna 501 Citation I/SP,N501RG,Remonia Air,4,"near Fairmount, GA",w/o
476,9 Feb 2020,Boeing 737-524 (WL),VQ-BPS,Utair,0,Usinsk Airport (USK),sub
477,12 Feb 2020,Cessna 560 Citation Encore,N654CE,SC Cole Aviation LLC,0,"over Benbrook, TX",sub
478,14 Feb 2020,Cessna 208 Caravan I,P2-MAI,Mission Aviation Fellowship - MAF,0,Miyanmin Airstrip (MPX),sub
479,15 Feb 2020,Boeing 737-8KN (WL),HL8342,Eastar Jet,0,120NM south of Incheon International Airport,non
480,20 Feb 2020,Cessna 510 Citation Mustang,N163TC,Private,0,"Daytona Beach International Airport, FL (DAB)",sub
481,20 Feb 2020,Beechcraft B200 King Air,N860J,"Lauren Engineers & Constructors, Inc.",3,"near Lake Coleman, TX",w/o
482,20 Feb 2020,Antonov An-2T,RA-40642,T-Cement,0,Magadan-13 Airport (UHMT),sub
483,21 Feb 2020,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FIUZ,Harbour Air,0,"Vancouver-Coal Harbour SPB, BC (CXH)",sub
484,23 Feb 2020,Bombardier CL-600-2B16 Challenger 605,C-GKCP,Canadian Pacific Railway Company,0,"Calgary International Airport, AB (YYC)",sub
485,24 Feb 2020,de Havilland Canada DHC-6 Twin Otter 300,8Q-MBC,Trans Maldivian Airways,0,"Kuredu Island Resort, Lhaviyani Atoll",sub
486,24 Feb 2020,Fairchild SA227-DC Metro 23,C-GJVB,"Bearskin Airlines, opb Perimeter Aviation",0,"Dryden Regional Airport, ON (YHD)",sub
487,25 Feb 2020,Boeing 737-301 (BDSF),PK-YSG,Trigana Air Service,0,Jayapura-Sentani Airport (DJJ),sub
488,25 Feb 2020,Learjet 55,N135LR,Expectra Aviation Inc.,0,"Belmar/Farmingdale-Monmouth Executive Airport, NJ (BLM)",sub
489,26 Feb 2020,Antonov An-2P,UP-A0001,Orlan 2000,0,"1,5 km NW of Ust-Kamenogorsk Airport (UKK)",w/o
490,27 Feb 2020,Dassault Falcon 50,N951DJ,private,0,"Toronto-Buttonville Airport, ON (YKZ)",w/o
491,28 Feb 2020,Airbus A300B4-203 (F),UP-A3003,Sigma Airlines,0,Sharjah Airport (SHJ),sub
492,29 Feb 2020,Learjet 35A,N721EC,East Coast Jets,0,"Altoona Airport, PA (AOO)",sub
493,3 Mar 2020,Dassault Falcon 7X,N377EF,private,0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
494,3 Mar 2020,Cessna 560 Citation Encore,N43NC,private,0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
495,3 Mar 2020,Cirrus SF50 Vision Jet,N217CB,BBR Air,0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
496,3 Mar 2020,Learjet 55,N890AC,Jetleg Management,0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
497,3 Mar 2020,Beechcraft 200 Super King Air,N2PY,AT Aero LLC,0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
498,3 Mar 2020,Beechcraft 200 Super King Air,N186EB,Executive Business Aviation Inc,0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
499,3 Mar 2020,Bombardier BD-100-1A10 Challenger 300,N819RS,Legacy Air LLC,0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
500,3 Mar 2020,Cessna 525C Citation CJ4,N989CJ,Textron Inc.,0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
501,3 Mar 2020,Cessna 525 CitationJet CJ1,N177VV,"Crye-Leike South, Inc",0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
502,3 Mar 2020,Beechcraft B300 King Air 350i,N615CL,Carol 1 LLC,0,"Nashville-John C. Tune Airport, TN (KJWN)",w/o
503,3 Mar 2020,Dassault Falcon 2000,N519JD,"Caridad Aviation, LLC",0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
504,3 Mar 2020,Cessna S550 Citation S/II,N45NC,private,0,"Nashville-John C. Tune Airport, TN (KJWN)",sub
505,5 Mar 2020,Cessna 208B Super Cargomaster,N706FX,"FedEx Express, opb CSA Air",0,"Rhinelander-Oneida County Airport, WI (RHI)",sub
506,6 Mar 2020,de Havilland Canada DHC-6 Vista Liner 300,N72GC,Grand Canyon Airlines,0,"Boulder City Municipal Airport, NV (BLD)",sub
507,8 Mar 2020,Boeing 767-3Q8ER,N477AX,Omni Air International,0,Shannon Airport (SNN),sub
508,9 Mar 2020,Airbus A330-343,HS-TEU,Thai Airways International,0,Vientiane-Wattay Airport (VTE),sub
509,9 Mar 2020,Gulfstream G-IVSP,M-YWAY,"Platinum Jet Co., Ltd.",0,Vientiane-Wattay Airport (VTE),sub
510,12 Mar 2020,de Havilland Canada DHC-3T Vazar Turbine Otter,C-GTMW,Martini Aviation Ltd.,0,"Fort Langley Airport, BC (CBQ2)",sub
511,12 Mar 2020,Beechcraft 200 Super King Air,HK-5075,private,2,"Claura Arriba, Iriona, Colón",w/o
512,13 Mar 2020,Cessna 525 CitationJet,YV3452,Servicios 5250084,2,Porlamar-del Caribe Santiago Mariño International Airport (PMV),w/o
513,14 Mar 2020,Raytheon Hawker 800XP,N100AG,Gemini Air Group,0,"Phoenix-Scottsdale Municipal Airport, AZ (SCF)",sub
514,17 Mar 2020,Cessna 208B Super Cargomaster,N274PM,Planemasters,1,"NW of La Crosse, Rush County, KS",w/o
515,19 Mar 2020,Cessna 208 Caravan I,P2-MAF,Mission Aviation Fellowship - MAF,0,Yenkisa Airstrip (YEQ),sub
516,21 Mar 2020,Boeing 757-223 (WL),N193AN,American Airlines,0,"Las Vegas-McCarran International Airport, NV (LAS)",sub
517,22 Mar 2020,Hawker Siddeley HS-125-F400B,(XB-PNK),private,0,"near Caballo Blanco, Retalhuleu",sub
518,28 Mar 2020,Cessna 501 Citation I/SP,N810LG,RBR Development LLC,0,"Jonesboro Municipal Airport, AR (JBR)",w/o
519,28 Mar 2020,Cessna 525A CitationJet CJ2+,N457MD,Hog Air Aviation LLC,0,"Jonesboro Municipal Airport, AR (JBR)",w/o
520,29 Mar 2020,IAI 1124A Westwind II,RP-C5880,Lionair Inc.,8,Manila-Ninoy Aquino International Airport (MNL),w/o
521,5 Apr 2020,Antonov An-26,UP-AN601,Libyan National Army,,near Tarhuna,w/o
522,12 Apr 2020,Boeing 737-881 (WL),JA64AN,"All Nippon Airways - ANA, opb ANA Wings",0,30 km south-southwest of Matsuyama Airport (MYJ/RJOM),non
523,16 Apr 2020,Cessna 208 Caravan I,C-GBIT,Mike's Oilfield Services Ltd.,0,"Maurice Lake, SK",sub
524,19 Apr 2020,British Aerospace BAe-125-700A,N700NW,private,2,"near Las Cruces, Petén",w/o
525,20 Apr 2020,British Aerospace BAe-125-800A,N375TC,private,0,Laguna del Tigre National Park,w/o
526,23 Apr 2020,Lockheed C-130J-30 Super Hercules,11-5736,United States Air Force - USAF,0,Ramstein AFB (RMS),sub
527,24 Apr 2020,IAI 1125 Astra SP,YV3427,Inversiones SC 2012,0,"Fort Lauderdale-Executive Airport, FL (FXE)",sub
528,28 Apr 2020,Beechcraft A100 King Air,C-FCBZ,Buffalo Airways,0,"Kugaaruk Airport, NU (YBB)",sub
529,2 May 2020,Beechcraft B200 Super King Air,C-GSAE,Province of Saskatchewan Ministry of Central Services,0,"SE of Lloydminster Airport, AB (YLL)",sub
530,4 May 2020,Learjet 25D,LV-WOC,Dos Mil Aerosistema,0,"San Fernando Airport, BA (FDO)",sub
531,4 May 2020,Embraer EMB-120RT Brasilia,5Y-AXO,African Express Airways,6,near Bardale Airstrip,w/o
532,5 May 2020,Learjet 35A,LV-BXU,MD Fly,3,"near Esquel Airport, CB (EQS)",w/o
533,7 May 2020,Hawker Siddeley HS-125,XB-RBF,private,0,southern Zulia state,w/o
534,8 May 2020,Beechcraft 1900C,N31704,Ameriflight,0,"San Antonio International Airport, TX (SAT)",sub
535,9 May 2020,Ilyushin Il-78,no reg.,Libyan Air Force,0,Tripoli-Mitiga International Airport (MJI),w/o
536,9 May 2020,Learjet 60XR,5A-UAE,United Aviation,0,Tripoli-Mitiga International Airport (MJI),w/o
537,16 May 2020,Let L-410MA,RA-67066,Unknown,0,Ulang Airstrip,sub
538,19 May 2020,Cessna 501 Citation I/SP,N501KM,McWilliams LLC,0,"Houston-William P. Hobby Airport, TX (HOU)",sub
539,19 May 2020,Boeing 737-8Q8 (WL),N820TJ,Swift Air,0,"W of Victorville-Southern California Logistics Airport, CA (VCV)",sub
540,21 May 2020,Beechcraft 400A Beechjet,VT-RPG,Sanjiv Goenka Group,0,Kolkata-Netaji Subhas Chandra Bose International Airport (CCU),sub
541,21 May 2020,Embraer C-95BM Bandeirante (EMB-110),FAB2347,Força Aérea Brasileira - FAB,0,"Natal Air Force Base, RN (SBNT)",sub
542,22 May 2020,Airbus A320-214,AP-BLD,Pakistan International Airlines - PIA,97+1,"1,4 km E of Karachi-Jinnah International Airport (KHI)",w/o
543,26 May 2020,Beechcraft 200 Super King Air,,private,0,"near Morocoy, Quintana Roo",w/o
544,28 May 2020,British Aerospace BAe-125-700A,N720PT,private,0,near Sarteneja,sub
545,30 May 2020,Antonov An-2,,Taraz Zhana Alem,0,Urzhar Airport (UZR),sub
546,30 May 2020,de Havilland Canada DHC-6 Twin Otter 100,N52FW,"Kapowsin Air Sports, opf Skydive San Diego",0,"San Diego-Brown Field Municipal Airport, CA (SDM)",sub
547,30 May 2020,Beechcraft 200 Super King Air,,private,0,Región Costa Montaña ?,w/o
548,8 Jun 2020,Dornier 228-212,PH-CGN,Netherlands Coast Guard (Kustwacht),0,Eindhoven Airport (EIN/EHEH),min
549,8 Jun 2020,Lockheed C-130H3 Hercules,94-6706,United States Air Force - USAF,0,Al Taji Army Air Field (ORTI),sub
550,9 Jun 2020,Beechcraft 1900D,C-GSLX,Sunwest Aviation,0,"near Lac la Biche (CYLB), AB",sub
551,13 Jun 2020,Beechcraft 300 Super King Air 350,N858UP,Gama Aviation Signature,0,"Bedford-Hanscom Field, MA (BED)",sub
552,14 Jun 2020,Airbus A320-271N,VT-IJT,IndiGo Airlines,0,near Cochin Airport,non
553,14 Jun 2020,Airbus A320-232,VP-BDL,Ural Airlines,0,Saint Petersburg-Pulkovo Airport (LED),sub
554,14 Jun 2020,Airbus A320-271N,VP-BWC,S7 Airlines,0,Saint Petersburg-Pulkovo Airport (LED),min
